OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01W23:20160712:0915:SR,Sample-Routine,Water,Surface Water,2016-07-12,09:15:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01W23,NORWALK CREEK UPST. NORWALK @ LAYLIN RD.,190257,,,,41.2344000000,-82.5664000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864806192,,as N,Nitrate + Nitrite,Unfiltered,0.37,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01W23%3A20160712%3A0915%3ASR/results/864806192/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-P09W19:20160526:1350:SR,Sample-Routine,Water,Surface Water,2016-05-26,13:50:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-P09W19,MAUMEE R. UPST. INDEPENDENCE DAM (MID RIVER),187617,,,,41.2914000000,-84.2819000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864807951,,as N,Nitrate + Nitrite,Unfiltered,3.6,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-P09W19%3A20160526%3A1350%3ASR/results/864807951/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:02,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303549:20160908:1300:SR,Sample-Routine,Water,Surface Water,2016-09-08,13:00:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303549,AARON CREEK @ ELKINS CREEK RD.,194271,,,,38.6622000000,-82.4906000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864838517,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303549%3A20160908%3A1300%3ASR/results/864838517/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303470:20160519:1036:SR,Sample-Routine,Water,Surface Water,2016-05-19,10:36:00,EDT,,,,,,,,,,,,1663,Lake Erie Nearshore Water Quality Monitoring,,21OHIO_WQX-303470,Lake Erie near Crane Reef,187439,,,,41.6607000000,-83.0923460000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864782055,,as N,Nitrate + Nitrite,Unfiltered,2.39,mg/L,,Final,,Actual,,,,,,,,,,Depth Composite,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303470%3A20160519%3A1036%3ASR/results/864782055/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:35,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-R08S15:20160816:1316:SR,Sample-Routine,Water,Surface Water,2016-08-16,13:16:00,EDT,,,,,,,,,,,,1788,Conotton Creek Basin 2016 TMDL,,21OHIO_WQX-R08S15,INDIAN FORK JUST DST. ATWOOD LAKE DAM,192847,,,,40.5256000000,-81.2883000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864860761,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-R08S15%3A20160816%3A1316%3ASR/results/864860761/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:07,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01W36:20160802:1039:SR,Sample-Routine,Water,Surface Water,2016-08-02,10:39:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01W36,RATTLESNAKE CREEK AT MILAN @ SHAW MILL RD.,191683,,,,41.2944000000,-82.6122000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864857588,,as N,Nitrate + Nitrite,Unfiltered,9.79,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01W36%3A20160802%3A1039%3ASR/results/864857588/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:55,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-300158:20160331:1013:SR,Sample-Routine,Water,Surface Water,2016-03-31,10:13:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-300158,SYMMES CREEK @ JENKINS ALBEN RD. (TWP. RD. 102),186209,,,,38.8703000000,-82.4786000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864773573,,as N,Nitrate + Nitrite,Unfiltered,0.74,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-300158%3A20160331%3A1013%3ASR/results/864773573/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:06,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01P10:20160817:1105:SR,Sample-Routine,Water,Surface Water,2016-08-17,11:05:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01P10,HOLIDAY LAKE TRIBUTARY @ ST. RT. 162,192988,,,,41.1053000000,-82.7292000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864856412,,as N,Nitrate + Nitrite,Unfiltered,0.18,mg/L,,Final,,Actual,,,,,,,,,,Blind duplicate collected with churn splitter. Total phosphorus result rejected due to poor correlation with blind duplicate.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01P10%3A20160817%3A1105%3ASR/results/864856412/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:52,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01W34:20160630:1025:SR,Sample-Routine,Water,Surface Water,2016-06-30,10:25:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01W34,RATTLESNAKE CREEK UPST. MILAN @ OLD STATE RD.,189605,,,,41.2769000000,-82.5922000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864806545,,as N,Nitrate + Nitrite,Unfiltered,0.27,mg/L,,Final,,Actual,,,,,,,,,,CBOD20 and TP rejected due to field blank contamination.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01W34%3A20160630%3A1025%3ASR/results/864806545/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:57,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201845:20160810:1510:SR,Sample-Routine,Water,Surface Water,2016-08-10,15:10:00,EDT,2016-08-11,14:10:00,EDT,,,,,,,,,1678,Maumee River/Auglaize River Mainstems 2012-13,,21OHIO_WQX-201845,MAUMEE R. W OF OTSEGO @ HEDGES ISLAND,192623,,,,41.4486000000,-83.7844000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864824332,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,Becker setup sampler. Gledhill made sample.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-201845%3A20160810%3A1510%3ASR/results/864824332/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:22:12,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-301747:20160707:1303:SR,Sample-Routine,Water,Surface Water,2016-07-07,13:03:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-301747,RACCOON CREEK DST. EAST/WEST BRANCHES @ ST. RT. 328,189990,,,,39.3728900000,-82.3953100000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864776847,,as N,Nitrate + Nitrite,Unfiltered,0.14,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-301747%3A20160707%3A1303%3ASR/results/864776847/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:18,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01W25:20160711:0906:SR,Sample-Routine,Water,Surface Water,2016-07-11,09:06:00,EDT,,,,,,,,,,,,1790,Huron River Basin 2016 TMDL,,21OHIO_WQX-K01W25,W. BR. HURON R. AT MONROEVILLE @ RIVER RD.,190152,,,,41.2456000000,-82.6914000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864806317,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01W25%3A20160711%3A0906%3ASR/results/864806317/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-S02P08:20161116:1408:SR,Sample-Routine,Water,Surface Water,2016-11-16,14:08:00,EST,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-S02P08,PORTAGE R. 4 MI. N OF LINDSEY @ ST. RT. 590,198112,,,,41.4914000000,-83.2216000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864861569,,as N,Nitrate + Nitrite,Unfiltered,1.44,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-S02P08%3A20161116%3A1408%3ASR/results/864861569/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:10,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-600070:20160921:1150:SR,Sample-Routine,Water,Surface Water,2016-09-21,11:50:00,EDT,,,,,,,,,,,,1803,Large River Nutrient Study 2016,,21OHIO_WQX-600070,GREAT MIAMI R. @ FARMERSVILLE-WEST CARROLLTON RD.,195206,,,,39.6744000000,-84.2617000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864850276,,as N,Nitrate + Nitrite,Unfiltered,3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-600070%3A20160921%3A1150%3ASR/results/864850276/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:32,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-W03W25:20160601:1536:SR,Sample-Routine,Water,Surface Water,2016-06-01,15:36:00,EDT,,,,,,,,,,,,1786,Raccoon Creek Basin 2016 TMDL,,21OHIO_WQX-W03W25,L. RACCOON CREEK E OF WELLSTON @ ST. RT. 32,187786,,,,39.1003000000,-82.4849000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864819839,,as N,Nitrate + Nitrite,Unfiltered,0.28,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-W03W25%3A20160601%3A1536%3ASR/results/864819839/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:46:41,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-500860:20160310:1345:SR,Sample-Routine,Water,Surface Water,2016-03-10,13:45:00,EST,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-500860,SANDUSKY R. DST. UPPER SANDUSKY @ TWP. RD. 121,185766,,,,40.8506000000,-83.2564000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864796030,,as N,Nitrate + Nitrite,Unfiltered,5.57,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-500860%3A20160310%3A1345%3ASR/results/864796030/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:22,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-X04P01:20160901:1115:SR,Sample-Routine,Water,Surface Water,2016-09-01,11:15:00,EDT,,,,,,,,,,,,1787,Southwest Ohio River Tributaries 2016 TMDL,,21OHIO_WQX-X04P01,UPPER TWIN CREEK AT MCGAW @ U.S. RT. 52,193936,,,,38.6375750000,-83.2245480000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864869377,,as N,Nitrate + Nitrite,Unfiltered,0.51,mg/L,,Final,,Actual,,,,,,,,,,cBOD20 result rejected due to uncertainty in BOD analysis.,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-X04P01%3A20160901%3A1115%3ASR/results/864869377/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:24:41,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-500080:20160623:1242:SR,Sample-Routine,Water,Surface Water,2016-06-23,12:42:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-500080,MAUMEE R. AT WATERVILLE @ ST. RT. 64,189185,,,,41.5000000000,-83.7128000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864794994,,as N,Nitrate + Nitrite,Unfiltered,2.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-500080%3A20160623%3A1242%3ASR/results/864794994/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:45:18,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303574:20161005:1117:SR,Sample-Routine,Water,Surface Water,2016-10-05,11:17:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303574,CAMBRIA CREEK (A.K.A. LEFTHAND FORK) @ POTTS RD.,196059,,,,38.8471200000,-82.5714080000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864840348,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303574%3A20161005%3A1117%3ASR/results/864840348/resdetectqntlmts,Reporting limit,0.2,mg/L,,2020-11-25T16:23:02,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303523:20160712:1315:SR,Sample-Routine,Water,Surface Water,2016-07-12,13:15:00,EDT,,,,,,,,,,,,1132,Inland Lakes Program,,21OHIO_WQX-303523,ATWOOD LAKE L-3,190286,,,,40.5505000000,-81.2438000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864782874,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,Surface 0.5(m),,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303523%3A20160712%3A1315%3ASR/results/864782874/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:38,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303575:20160817:1525:SR,Sample-Routine,Water,Surface Water,2016-08-17,15:25:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303575,BLACK FORK SYMMES CREEK @ CANOE LAUNCH OFF GALLIA RD.,192971,,,,38.8415380000,-82.4978280000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864840411,,as N,Nitrate + Nitrite,Unfiltered,0.16,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303575%3A20160817%3A1525%3ASR/results/864840411/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:02,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-303562:20160615:1042:SR,Sample-Routine,Water,Surface Water,2016-06-15,10:42:00,EDT,,,,,,,,,,,,1789,Symmes Creek Basin 2016 TMDL,,21OHIO_WQX-303562,LITTLE BUFFALO CREEK @ CARPENTER RD. (TWP. 182),188454,,,,38.7505560000,-82.4959440000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864786145,Below Reporting Limit,as N,Nitrate + Nitrite,Unfiltered,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-303562%3A20160615%3A1042%3ASR/results/864786145/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:48,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-302837:20160707:1326:SR,Sample-Routine,Water,Surface Water,2016-07-07,13:26:00,EDT,,,,,,,,,,,,1771,Enhanced WLEB Tributary Monitoring,,21OHIO_WQX-302837,Little Flatrock Creek @ TR 139 near Junction,189972,,,,41.1854690000,-84.4953920000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864779814,,as N,Nitrate + Nitrite,Unfiltered,0.24,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-302837%3A20160707%3A1326%3ASR/results/864779814/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:44:28,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-K01G31:20161004:0937:SR,Sample-Routine,Water,Surface Water,2016-10-04,09:37:00,EDT,,,,,,,,,,,,1385,Monthly Ambient Stations,,21OHIO_WQX-K01G31,OLD WOMAN CREEK @ BERLIN RD.,195865,,,,41.3485000000,-82.5139000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864855643,,as N,Nitrate + Nitrite,Unfiltered,1.67,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-K01G31%3A20161004%3A0937%3ASR/results/864855643/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T16:23:50,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-204473:20160524:0915:SR,Sample-Routine,Water,Surface Water,2016-05-24,09:15:00,EDT,,,,,,,,,,,,1132;1802,Inland Lakes Program;Recreational Use 2016,,21OHIO_WQX-204473,"DELAWARE LAKE, L-1",187480,,,,40.3597000000,-83.0692000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864770632,,as N,Nitrate + Nitrite,Unfiltered,3.69,mg/L,,Final,,Actual,,,,,,,,,,TP Study; surface,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-204473%3A20160524%3A0915%3ASR/results/864770632/resdetectqntlmts,Reporting limit,0.1,mg/L,,2020-11-25T13:43:56,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-P11W15:20160414:1328:SR,Sample-Routine,Water,Surface Water,2016-04-14,13:28:00,EDT,,,,,,,,,,,,1771,Enhanced WLEB Tributary Monitoring,,21OHIO_WQX-P11W15,AI CREEK NEAR SWANTON @ ST. RT. 2,186494,,,,41.5825000000,-83.8611000000,OH - Water,21OHIO_WQX,OEPA Surface Water Sample Collection Method,,Water Bottle,STORET-864809292,,as N,Nitrate + Nitrite,Unfiltered,9.01,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,DES,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21OHIO_WQX/activities/21OHIO_WQX-P11W15%3A20160414%3A1328%3ASR/results/864809292/resdetectqntlmts,Reporting limit,0.5,mg/L,,2020-11-25T13:46:06,STORET
